OS,Device status,Name,Client security status,Patch status,Available patches count,Customer,Device Group,Logged in user,Owner,Last Activity,OS name,OS version,CCS version,CCC version,External IP,Internal IP,AD\LDAP,Domain\Workgroup,Model,Processor,Serial Number,System Model,System Manufacturer,Ownership Type,Registered,Local Time Zone,Service Pack,Reboot Time,Reboot Reason,CPU usage - %,CPU frequency,RAM usage - %,RAM usage - MB,Total RAM,Network Usage,Disk free - GB,Disk used - GB,Security Profiles
Windows,Online,Rita-3040,安全,無修補程式可用,0,Default Customer,工廠-事務所,OTSUKATW\Rita_Yeh,ethan,2022/02/14 11:27:53 AM,Microsoft Windows 10 專業版 (x64),10.0.19043,12.6.0.8441,6.43.41148.21120,60.250.52.83,192.168.111.112,192.168.111.2,otsukatw.corp,OptiPlex 3040,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,80DPCD2,OptiPlex 3040,Dell Inc.,未指定,2020/08/31 11:12:56 AM,UTC +08:00,N/A,2022/02/10 04:18:47 PM,The process C:\WINDOWS\system32\winlogon.exe (RITA-3040) has initiated the 電源關閉 of computer RITA-3040 on behalf of user OTSUKATW\Rita_Yeh for the following reason: 找不到這個原因的標題.  Reason Code: 0x500ff.  Shutdown Type: 電源關閉.  Comment: .,77,3192,27.47,2218,8074,"Realtek PCIe GBE Family Controller - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:85|D:242.7|E:0,C:91.2|D:57.3|E:0,otsuka_no_fw
Windows,Online,DC03,安全,提供非關鍵修補程式,4,Default Customer,0_Server,OTSUKATW\Administrator,ethan,2022/02/14 11:28:23 AM,Microsoft Windows Server 2019 Standard (x64),10.0.17763,12.6.0.8441,6.43.41148.21120,60.250.52.83,192.168.111.2,192.168.111.2,otsukatw.corp,VMware Virtual Platform,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,VMware-56 4d a7 63 95 e2 31 46-df 87 7f e7 5b 8e a9 a4,VMware Virtual Platform,"VMware, Inc.",未指定,2020/08/31 11:12:52 AM,UTC +08:00,N/A,2022/01/22 10:16:58 PM,The process C:\Windows\system32\SystemSettingsAdminFlows.exe (DC03) has initiated the 電源關閉 of computer DC03 on behalf of user OTSUKATW\Administrator for the following reason: 其他 (不在計劃之中).  Reason Code: 0x5000000.  Shutdown Type: 電源關閉.  Comment: .,25,2095,21.86,3582,16383,"vmxnet3  - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:132.6|D:0,C:30.7|D:0,otsuka_no_fw
Windows,Online,Dell-Roger,安全,提供非關鍵修補程式,1,Default Customer,Default Group - Default Customer,OTSUKATW\roger,ethan,2022/02/14 11:31:51 AM,Microsoft Windows 10 專業版 (x64),10.0.19043,12.4.0.8311,6.43.41148.21120,118.163.114.187,192.168.116.127,192.168.111.2,otsukatw.corp,Latitude 7480,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,H3LDHM2,Latitude 7480,Dell Inc.,未指定,2020/08/31 11:12:51 AM,UTC +08:00,N/A,2022/01/26 07:20:50 PM,‎2022/‎1/‎26 上 下午 03:37:03 的系統上次發生意外的關機。.,58,2401,35.23,2837,8053,"Intel(R) Ethernet Connection (4) I219-LM - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Citrix Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Dual Band Wireless-AC 8265 - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:60.2|D:44.4,C:82.3|D:55.6,otsuka_no_fw
Windows,Online,sally-3010,安全,無修補程式可用,0,Default Customer,工廠-事務所,OTSUKATW\sally,ethan,2022/02/14 11:35:08 AM,Microsoft Windows 10 專業版 (x64),10.0.19043,12.6.0.8441,6.43.41148.21120,118.163.114.187,192.168.111.113,192.168.111.2,otsukatw.corp,OptiPlex 3040,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,80DJCD2,OptiPlex 3040,Dell Inc.,未指定,2020/08/31 11:12:50 AM,UTC +08:00,N/A,2022/01/29 11:54:54 AM,The process C:\Windows\System32\RuntimeBroker.exe (SALLY-3010) has initiated the 電源關閉 of computer SALLY-3010 on behalf of user OTSUKATW\Sally for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,77,3192,25.06,2023,8074,"Realtek PCIe GBE Family Controller - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:94|D:270.7|E:0,C:82.3|D:29.3|E:0,otsuka_no_fw
Windows,Online,Amy-3040,安全,無修補程式可用,0,Default Customer,工廠-事務所,OTSUKATW\Amy,ethan,2022/02/14 11:21:32 AM,Microsoft Windows 10 專業版 (x64),10.0.19043,12.6.0.8441,6.41.40474.21060,118.163.114.187,192.168.111.111,192.168.111.2,otsukatw.corp,OptiPlex 3040,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,80CRCD2,OptiPlex 3040,Dell Inc.,未指定,2020/08/31 11:12:44 AM,UTC +08:00,N/A,2022/01/28 05:19:26 PM,The process C:\Windows\System32\RuntimeBroker.exe (AMY-3040) has initiated the 電源關閉 of computer AMY-3040 on behalf of user OTSUKATW\Amy for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,97,3192,25.53,2061,8073,"Realtek PCIe GBE Family Controller - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:96.7|D:264.4|E:0,C:79.6|D:35.6|E:0,otsuka_no_fw
Windows,Online,FannyYang-7050,安全,無修補程式可用,0,Default Customer,1_財務部 | 工廠-事務所,OTSUKATW\FannyYang,ethan,2022/02/14 11:32:15 AM,Microsoft Windows 10 專業版 (x64),10.0.19043,12.6.0.8441,6.43.41148.21120,60.250.52.83,192.168.111.110,192.168.111.2,otsukatw.corp,OptiPlex 7050,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,328Z6P2,OptiPlex 7050,Dell Inc.,未指定,2020/08/31 11:12:44 AM,UTC +08:00,N/A,2022/02/11 05:20:59 PM,The process C:\WINDOWS\SYSTEM32\shutdown.exe (FANNYYANG-7050) has initiated the 關機 of computer FANNYYANG-7050 on behalf of user OTSUKATW\FannyYang for the following reason: 找不到這個原因的標題.  Reason Code: 0x800000ff.  Shutdown Type: 關機.  Comment: .,48,3192,30.75,2477,8056,"Intel(R) Ethernet Connection (5) I219-LM - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:31.3|D:11.4|E:38|F:0,C:89.6|D:94.9|E:76.5|F:0,otsuka_no_fw
Windows,Offline,Chang-Win10,安全,提供非關鍵修補程式,1,Default Customer,Default Group - Default Customer,OTSUKATW\chang,ethan,2021/12/07 10:36:52 AM,Microsoft Windows 10 專業版 (x64),10.0.19041,,6.42.40901.21091,60.250.52.83,192.168.111.164,192.168.111.2,otsukatw.corp,OptiPlex 9010,Intel(R) Core(TM) i5-3570 CPU @ 3.40GHz,7MCBXX1,OptiPlex 9010,Dell Inc.,未指定,2020/08/31 11:12:44 AM,UTC +08:00,N/A,2021/12/07 09:45:02 AM,‎2021/‎12/‎7 上 上午 09:24:37 的系統上次發生意外的關機。.,2,3401,24.13,1949,8078,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) 82579LM Gigabit Network Connection - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:109.6|D:243.5|E:0|F:0|G:0|H:0|I:0,C:66.7|D:56.5|E:0|F:0|G:0|H:0|I:0,otsuka_no_fw
Windows,Online,Ching-new,安全,提供非關鍵修補程式,1,Default Customer,工廠-技術部,OTSUKATW\Ching,ethan,2022/02/14 11:25:20 AM,Microsoft Windows 10 專業版 (x64),10.0.10240,12.6.0.8441,6.43.41148.21120,118.163.114.187,192.168.111.141,192.168.111.2,otsukatw.corp,OptiPlex 3040,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,80CLCD2,OptiPlex 3040,Dell Inc.,未指定,2020/08/31 11:12:39 AM,UTC +08:00,N/A,2022/01/26 05:04:58 PM,The process C:\Windows\System32\RuntimeBroker.exe (CHING-NEW) has initiated the 電源關閉 of computer CHING-NEW on behalf of user OTSUKATW\Ching for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,48,3192,19.19,1549,8074,"Realtek PCIe GBE Family Controller - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:23.4|D:109.6|E:0,C:103|D:240.4|E:0,嚴格模式
Windows,Online,Wayne-7480,安全,提供非關鍵修補程式,2,Default Customer,工廠-生三部,OTSUKATW\Wayne_Wu,ethan,2022/02/14 11:35:26 AM,Microsoft Windows 10 專業版 (x64),10.0.19043,12.6.0.8441,6.43.41148.21120,118.163.114.187,"10.30.30.11,192.168.0.151",192.168.111.2,otsukatw.corp,Latitude 7480,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,C3LDHM2,Latitude 7480,Dell Inc.,未指定,2020/08/31 11:12:06 AM,UTC +08:00,N/A,2022/01/09 07:05:10 PM,The process C:\Windows\System32\RuntimeBroker.exe (WAYNE-7480) has initiated the 電源關閉 of computer WAYNE-7480 on behalf of user OTSUKATW\Wayne_Wu for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,98,2401,33.51,2620,7818,"Intel(R) Ethernet Connection (4) I219-LM - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Dual Band Wireless-AC 8265 - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:97.1|D:199.6,C:106.1|D:550.4,otsuka_no_fw
Windows,Online,HR,安全,提供非關鍵修補程式,1,Default Customer,0_Server,OTSUKATW\administrator,alex,2022/02/14 11:33:18 AM,Microsoft Windows Server 2019 Standard (x64),10.0.17763,12.6.0.8441,6.43.41148.21120,118.163.125.1,192.168.1.79,192.168.1.10,otsukatw.corp,VMware Virtual Platform,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,VMware-42 2c 3c fe 68 ae e7 ad-44 42 81 7f 1c 7d ca 38,VMware Virtual Platform,"VMware, Inc.",未指定,2020/08/29 12:39:49 AM,UTC +08:00,N/A,2022/02/10 04:53:08 PM,The process C:\Windows\system32\svchost.exe (HR) has initiated the 重新啟動 of computer HR on behalf of user NT AUTHORITY\SYSTEM for the following reason: 作業系統: Service Pack (計劃之中).  Reason Code: 0x80020010.  Shutdown Type: 重新啟動.  Comment: .,24,2095,27.08,2218,8191,"vmxnet3  - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:52.6|D:389.3|E:0,C:49.3|D:20.3|E:0,otsuka_no_fw
Windows,Offline,Bao-5300,安全,提供非關鍵修補程式,1,Default Customer,Default Group - Default Customer,"OTSUKATW\bao, BAO-5300\Administrator",ethan,2022/02/11 03:23:30 PM,Microsoft Windows 10 專業版 (x64),10.0.19042,12.4.0.8311,6.43.41148.21120,118.163.125.1,192.168.5.80,192.168.1.10,otsukatw.corp,Latitude 5300 2-in-1,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,DGVJHT2,Latitude 5300 2-in-1,Dell Inc.,未指定,2020/08/28 04:18:04 PM,UTC +08:00,N/A,2022/01/17 01:56:49 PM,The process C:\Windows\System32\RuntimeBroker.exe (BAO-5300) has initiated the 電源關閉 of computer BAO-5300 on behalf of user OTSUKATW\bao for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,32,1896,11.5,3742,32546,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:23.4|D:224.8,C:109.2|D:129.3,otsuka_no_fw
Windows,Offline,Ada_Hsu,安全,提供非關鍵修補程式,3,Default Customer,1_NO1_N2,OTSUKATW\Ada_Hsu,ethan,2022/02/13 10:09:46 PM,Microsoft Windows 10 專業版 (x64),10.0.19042,12.4.0.8311,6.42.40901.21091,122.146.68.188,"10.30.30.4,192.168.1.103",192.168.1.10,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,J294YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/08/28 04:18:01 PM,UTC +08:00,N/A,2022/02/08 04:24:05 PM,The process C:\WINDOWS\system32\winlogon.exe (ADA_HSU) has initiated the 關機 of computer ADA_HSU on behalf of user NT AUTHORITY\SYSTEM for the following reason: 找不到這個原因的標題.  Reason Code: 0x500ff.  Shutdown Type: 關機.  Comment: .,30,2208,41.53,3279,7895,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:46,C:195.3,otsuka_no_fw
Windows,Online,Kamiyuchen-7050,安全,無修補程式可用,0,Default Customer,Default Group - Default Customer,OTSUKATW\Kamiyuchen,ethan,2022/02/14 11:31:08 AM,Microsoft Windows 10 專業版 (x64),10.0.19043,12.6.0.8441,6.43.41148.21120,60.251.177.151,192.168.6.64,192.168.1.10,otsukatw.corp,OptiPlex 7050,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,32B17P2,OptiPlex 7050,Dell Inc.,未指定,2020/08/28 04:17:59 PM,UTC +08:00,N/A,2022/02/10 08:08:52 AM,The process C:\WINDOWS\system32\winlogon.exe (KAMIYUCHEN-7050) has initiated the 電源關閉 of computer KAMIYUCHEN-7050 on behalf of user NT AUTHORITY\SYSTEM for the following reason: 找不到這個原因的標題.  Reason Code: 0x500ff.  Shutdown Type: 電源關閉.  Comment: .,72,3192,28.18,2270,8056,"Intel(R) Ethernet Connection (5) I219-LM - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:21.4|D:5.8|E:0,C:99.9|D:100.5|E:0,otsuka_no_fw
Windows,Online,Andrew-5310,安全,無修補程式可用,0,Default Customer,Default Group - Default Customer,OTSUKATW\andrew_lee,ethan,2022/02/14 11:21:50 AM,Microsoft Windows 10 專業版 (x64),10.0.19042,12.6.0.8441,6.43.41148.21120,118.163.125.1,"192.168.56.1,192.168.5.55",192.168.1.10,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,H494YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/08/28 04:17:53 PM,UTC +08:00,N/A,2022/02/14 08:51:59 AM,‎2022/‎2/‎14 上 上午 08:34:53 的系統上次發生意外的關機。.,44,2208,56.51,4448,7871,"Realtek USB GbE Family Controller - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | VirtualBox Host-Only Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:56.5|D:180.3,C:114.2|D:134.6,otsuka_no_fw
Windows,Offline,Nicole-5310,安全,無修補程式可用,0,Default Customer,1_NO1_N2,OTSUKATW\Nicole,ethan,2022/02/13 04:03:21 PM,Microsoft Windows 10 專業版 (x64),10.0.19044,12.4.0.8311,6.43.41148.21120,220.141.74.176,"10.30.30.9,192.168.1.109",192.168.1.11,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,F494YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/08/28 04:17:53 PM,UTC +08:00,N/A,2022/02/08 07:20:33 PM,The process C:\Windows\System32\RuntimeBroker.exe (NICOLE-5310) has initiated the 電源關閉 of computer NICOLE-5310 on behalf of user OTSUKATW\Nicole for the following reason: 其他 (不在計劃之中).  Reason Code: 0x0.  Shutdown Type: 電源關閉.  Comment: .,42,2208,47.72,3756,7871,"Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Fortinet SSL VPN Virtual Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:55.8|D:108,C:64.3|D:13.3,otsuka_no_fw
Windows,Online,Vincentliu5310,安全,無修補程式可用,0,Default Customer,Default Group - Default Customer,OTSUKATW\vincent.liu,ethan,2022/02/14 11:28:31 AM,Microsoft Windows 10 專業版 (x64),10.0.19044,12.6.0.8441,6.43.41148.21120,49.158.140.190,192.168.6.61,192.168.1.10,otsukatw.corp,Latitude 5310 2-in-1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,J494YZ2,Latitude 5310 2-in-1,Dell Inc.,未指定,2020/08/28 04:17:45 PM,UTC +08:00,N/A,2022/02/12 12:25:59 PM,The process C:\WINDOWS\system32\winlogon.exe (VINCENTLIU5310) has initiated the 關機 of computer VINCENTLIU5310 on behalf of user NT AUTHORITY\SYSTEM for the following reason: 找不到這個原因的標題.  Reason Code: 0x500ff.  Shutdown Type: 關機.  Comment: .,99,2208,54.87,4319,7871,"Fortinet Virtual Ethernet Adapter (NDIS 6.30) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Bluetooth Device (Personal Area Network) - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Realtek USB GbE Family Controller - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Qualcomm QCA61x4A 802.11ac Wireless Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft Wi-Fi Direct Virtual Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:23.7|D:231.2,C:96.1|D:134.5,otsuka_no_fw
Windows,Online,SS2,安全,提供非關鍵修補程式,1,Default Customer,0_Server,OTSUKATW\administrator,ethan,2022/02/14 11:22:45 AM,Microsoft Windows Server 2019 Standard (x64),10.0.17763,12.6.0.8441,6.43.41148.21120,118.163.125.1,"192.168.1.9,169.254.136.235",192.168.1.10,otsukatw.corp,VMware Virtual Platform,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,VMware-42 0f 23 38 4f 05 e4 72-64 7d a6 0e 3c aa 1f 3a,VMware Virtual Platform,"VMware, Inc.",未指定,2020/08/28 04:10:24 PM,UTC +08:00,N/A,2022/02/10 04:25:05 PM,The process C:\Windows\system32\svchost.exe (SS2) has initiated the 重新啟動 of computer SS2 on behalf of user NT AUTHORITY\SYSTEM for the following reason: 作業系統: Service Pack (計劃之中).  Reason Code: 0x80020010.  Shutdown Type: 重新啟動.  Comment: .,54,2095,26.72,2189,8191,"vmxnet3  - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Microsoft KM-TEST Loopback Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:107.7|D:50.7|E:0,C:96.6|D:0.5|E:0,otsuka_no_fw
Windows,Online,Backup,安全,提供非關鍵修補程式,1,Default Customer,0_Server,OTSUKATW\administrator,ethan,2022/02/14 11:27:54 AM,Microsoft Windows Server 2008 R2 Standard (x64),6.1.7601,12.0.0.7959,6.43.41148.21120,118.163.125.1,"192.168.1.5,192.168.56.1",192.168.1.10,otsukatw.corp,ProLiant DL160 G6  ,Intel(R) Xeon(R) CPU           E5504  @ 2.00GHz,CN71130VDD,ProLiant DL160 G6  ,HP,未指定,2020/08/28 04:10:09 PM,UTC +08:00,N/A,2022/02/10 01:26:13 AM,‎2022/‎2/‎10 上 上午 12:40:24 的系統上次發生意外的關機。.,81,2000,14.3,3512,24566,"Intel(R) PRO/1000 PT Dual Port Network Connection - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) PRO/1000 PT Dual Port Network Connection - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) 82576 Gigabit Dual Port Network Connection - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) 82576 Gigabit Dual Port Network Connection - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | VirtualBox Host-Only Ethernet Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:5|D:94.6|E:103.6|F:3254.7|G:522.1|H:154.2|I:1,C:95|D:91.5|E:10136.3|F:841.2|G:706.7|H:562.6|I:408.6,otsuka_no_fw
Windows,Online,DC02,安全,提供非關鍵修補程式,1,Default Customer,0_Server,OTSUKATW\administrator,ethan,2022/02/14 11:26:38 AM,Microsoft Windows Server 2019 Standard (x64),10.0.17763,12.6.0.8441,6.43.41148.21120,118.163.125.1,192.168.1.11,192.168.1.11,otsukatw.corp,"VMware7,1",Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,VMware-6b 07 0f 42 36 e3 ec c7-2d d7 f5 14 d9 96 e7 fd,"VMware7,1","VMware, Inc.",未指定,2020/08/28 04:09:55 PM,UTC +08:00,N/A,2022/02/10 04:18:55 PM,The process C:\Windows\system32\SystemSettingsAdminFlows.exe (DC02) has initiated the 重新啟動 of computer DC02 on behalf of user OTSUKATW\Administrator for the following reason: 其他 (不在計劃之中).  Reason Code: 0x5000000.  Shutdown Type: 重新啟動.  Comment: .,13,2095,42.01,1720,4094,"vmxnet3  - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:127.3|D:0,C:35.9|D:0,otsuka_no_fw
Windows,Online,QvServer,安全,無修補程式可用,0,Default Customer,0_Server,OTSUKATW\administrator,ethan,2022/02/14 11:31:28 AM,Microsoft Windows Server 2012 R2 Standard (x64),6.3.9600,12.6.0.8441,6.43.41148.21120,118.163.125.1,,192.168.1.11,otsukatw.corp,PowerEdge R920,Intel(R) Xeon(R) CPU E7-4880 v2 @ 2.50GHz,50FHZ72,PowerEdge R920,Dell Inc.,未指定,2020/08/28 04:09:27 PM,UTC +08:00,N/A,2022/02/14 10:09:01 AM,The process C:\Windows\Explorer.EXE (QVSERVER) has initiated the 重新啟動 of computer QVSERVER on behalf of user OTSUKATW\Administrator for the following reason: 其他 (不在計劃之中).  Reason Code: 0x5000000.  Shutdown Type: 重新啟動.  Comment: .,0,2500,2.35,6155,262080,"Broadcom NetXtreme Gigabit Ethernet - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Broadcom NetXtreme Gigabit Ethernet - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Broadcom NetXtreme Gigabit Ethernet - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Broadcom NetXtreme Gigabit Ethernet - Load 0% speed channel (sent 0 bit/s, received 0 bit/s) | Intel(R) Ethernet 10G 2P X540-t Adapter - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:216|D:536.7|E:0,C:83.5|D:306.8|E:0,otsuka_no_fw
Windows,Online,ERPHRServer,安全,提供非關鍵修補程式,1,Default Customer,0_Server,OTSUKATW\administrator,ethan,2022/02/14 11:32:07 AM,Microsoft Windows Server 2016 Standard (x64),10.0.14393,12.6.0.8441,6.43.41148.21120,118.163.125.1,192.168.1.7,192.168.1.11,otsukatw.corp,VMware Virtual Platform,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,VMware-42 3d d1 bb 30 cb 0e 45-39 5f 4a c6 cc 73 c5 62,VMware Virtual Platform,"VMware, Inc.",未指定,2020/08/28 04:09:15 PM,UTC +08:00,N/A,2022/02/10 03:33:24 PM,The process C:\Windows\System32\RuntimeBroker.exe (ERPHRSERVER) has initiated the 電源關閉 of computer ERPHRSERVER on behalf of user OTSUKATW\Administrator for the following reason: 其他 (不在計劃之中).  Reason Code: 0x5000000.  Shutdown Type: 電源關閉.  Comment: .,0,2095,12.75,2089,16383,"vmxnet3  - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:23|D:56.6|F:0,C:38|D:353|F:0,otsuka_no_fw
Windows,Online,HQCARD1,未安裝用戶端安全性,提供非關鍵修補程式,2,Default Customer,0_Server,OTSUKATW\Administrator,ethan,2022/02/14 11:33:44 AM,Microsoft Windows 7 專業版 (x64),6.1.7601,,6.43.41148.21120,118.163.125.1,192.168.1.51,192.168.1.11,otsukatw.corp,VMware Virtual Platform,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,VMware-42 3d 38 37 19 ba 83 99-1d fc d3 94 fe fa 93 77,VMware Virtual Platform,"VMware, Inc.",未指定,2020/08/28 04:09:15 PM,UTC +08:00,N/A,2022/02/09 10:20:52 PM,The process C:\Windows\system32\shutdown.exe (HQCARD1) has initiated the 關機 of computer HQCARD1 on behalf of user OTSUKATW\Administrator for the following reason: 找不到這個原因的標題. Reason Code: 0x800000ff. Shutdown Type: 關機. Comment: .,53,2095,18.61,762,4095,"vmxnet3  - Load 0% speed channel (sent 0 bit/s, received 0 bit/s)",C:74.9|D:105|E:0,C:45|D:3.9|E:0,otsuka_no_fw
